FUNU001c01a_T5cSS_2	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_1	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_6	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_7	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5cSS_3	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_2	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_10	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_4	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_9	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_8	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_11	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5bSS_1	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5cSS_4	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_3	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5cSS_1	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
FUNU001c01a_T5aSS_5	NC_003454.1	GCA_000007325.1_ASM732v1_genomic	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
XAOR001c01a_T5aSS_3	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T5aSS_2	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T1SS_2	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T5cSS_2	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T1SS_1	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T5cSS_1	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T5aSS_1	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T3SS_1	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
XAOR001c01a_T6SS_1	NC_006834.1	GCA_000007385.1_ASM738v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae
HEPY001c01a_T5aSS_1	NC_000915.1	GCA_000008525.1_ASM852v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori
PETH001c01a_Flagellum_1	NC_009454.1	GCA_000010565.1_ASM1056v1_genomic	d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum;s__Pelotomaculum thermopropionicum
PETH001c01a_Tad_1	NC_009454.1	GCA_000010565.1_ASM1056v1_genomic	d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum;s__Pelotomaculum thermopropionicum
RIFE001p01a_T5aSS_1	NC_007110.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T1SS_1	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T5aSS_6	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T5aSS_1	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T5aSS_4	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T5aSS_3	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T5aSS_5	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T5aSS_7	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
RIFE001c01a_T5aSS_2	NC_007109.1	GCA_000012145.1_ASM1214v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis
BACE009c01a_Flagellum_1	NC_011969.1	GCA_000013065.1_ASM1306v1_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A paranthracis
RHPA002c01a_Tad_1	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_8	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_6	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_7	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T1SS_1	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_1	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_2	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_3	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_5	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
RHPA002c01a_T5aSS_4	NC_007958.1	GCA_000013685.1_ASM1368v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris
ACBA001c01a_T4SS_typeI_1	NC_009085.1	GCA_000015425.1_ASM1542v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii
ACBA001c01a_T1SS_2	NC_009085.1	GCA_000015425.1_ASM1542v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii
ACBA001c01a_T1SS_1	NC_009085.1	GCA_000015425.1_ASM1542v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii
ACBA001c01a_T5aSS_1	NC_009085.1	GCA_000015425.1_ASM1542v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii
ACBA001c01a_T5cSS_1	NC_009085.1	GCA_000015425.1_ASM1542v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii
ACJS001p02a_T4SS_typeF_1	NC_008765.1	GCA_000015545.1_ASM1554v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Diaphorobacter;s__Diaphorobacter nitroreducens
ACJS001p01a_T4SS_typeT_1	NC_008766.1	GCA_000015545.1_ASM1554v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Diaphorobacter;s__Diaphorobacter nitroreducens
ACJS001c01a_T2SS_1	NC_008782.1	GCA_000015545.1_ASM1554v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Diaphorobacter;s__Diaphorobacter nitroreducens
